ID,A1,A2,A3,A4,B1,B2,B3,B4,D1,D2,D3,D4,eI,eII,eIII
0,-0.27900635,-0.35825318,-0.1875,-0.32475953,0.234375,-0.14981964,-0.203125,-0.35182282,-0.55145219,-0.06926582,0.12890625,-0.26386712,10.36107272,-1.170047208,-2.238989481
1,0.29575318,-0.07924682,-0.375,-0.21650635,0.23631806,-0.42606171,0.125,0.10825318,0.30892922,0.33236672,-0.3046875,-0.25710129,4.707334655,-0.614335256,-1.707908992
2,-0.17075318,-0.04575318,0.125,-0.21650635,0.00306488,-0.18219147,0.03125,-0.05412659,-0.01067207,-0.00285957,0.3828125,-0.6630507,4.80626334,-0.920770551,-1.048737967
3,0.02900635,0.35825318,-0.3125,-0.10825318,0.05300476,-0.20618988,0.296875,0.40594941,0.10475754,0.44426582,-0.34765625,0.15561394,5.865467113,-0.888383556,-1.096542202
4,0.15400635,-0.35825318,-0.0625,-0.10825318,-0.35713135,0.47069306,-0.046875,0.56832917,0.53107957,-0.03495094,0.27734375,-0.25033547,5.529025782,-0.956651512,-1.022756505
5,0.10825318,0.52900635,-0.1875,-0.10825318,-0.07506012,-0.37387818,0.578125,-0.02706329,-0.25732674,0.61272034,-0.29296875,-0.08795571,5.326793356,-0.191981504,-1.342694828
6,0.10825318,-0.15400635,0.0625,-0.10825318,-0.61856964,0.33425476,-0.328125,0.13531647,0.16286553,-0.04562302,0.07421875,-0.45331017,5.202279295,-0.882708889,-1.102820147
7,-0.04575318,-0.07924682,0.5,0.4330127,-0.43832123,-0.29268829,0,-0.10825318,-0.15895928,-0.16901543,0.5234375,0.71717729,4.873683822,-0.132208549,-1.231015762
8,0.3125,0.32475953,-0.1875,0.10825318,-0.08425476,0.27093353,0.046875,-0.02706329,0.44600357,0.46852456,-0.29296875,0.16914559,4.816889012,-0.877681918,-0.93714454
9,-0.34150635,0.125,0.375,-0.4330127,0.19362976,0.01450318,-0.15625,0.32475953,-0.69766617,0.31709732,0.5625,-0.230038,5.616369473,-0.719001772,-1.204950977
10,0.14174682,-0.0625,0.3125,-0.32475953,-0.710076,0.45088135,-0.046875,0.02706329,0.05909965,0.10240387,0.44140625,-0.50743676,5.451762136,-0.455388457,-1.307910335
11,-0.48325318,0.15400635,0.0625,0.10825318,0.38307282,-0.06750794,-0.015625,0.29769623,-0.21770332,0.09081528,0.09765625,0.41271523,12.75095679,-0.921480935,-2.94596792
12,-0.03349365,0,-0.125,-0.4330127,0.01450318,0.11438294,0.40625,-0.32475953,-0.45368591,0.14522232,-0.2421875,-0.18944306,5.458478455,-0.859687786,-1.332597685
13,0.14174682,-0.0625,-0.0625,-0.10825318,-0.07894623,0.13225159,0.671875,0.18944306,0.16832435,-0.21484375,-0.02734375,0.03382912,5.311033172,-0.263779308,-1.222922655
14,0.07924682,0.04575318,0.375,-0.21650635,0.01981171,0.26143829,0.53125,0.27063294,-0.00760719,-0.32526543,0.3046875,-0.17591141,3.888701172,-0.258666444,-0.940467769
15,-0.42075318,0.26225953,-0.375,-0.4330127,-0.29881806,-0.12806488,0.59375,-0.10825318,-0.43392922,0.29136116,-0.234375,-0.31122788,18.28546372,-0.498791196,-4.590587137
16,0.3125,0.35825318,-0.5625,0.10825318,0.171875,0.03543671,0.140625,-0.02706329,0.23046875,-0.146269,-0.76171875,-0.115019,4.966435718,-0.734890934,-1.681048326
17,-0.29575318,-0.60376588,-0.5,0.4330127,-0.15094147,0.08619782,0.03125,0.16237976,-0.1168319,-0.83584222,-0.5,0.10825318,10.331488,-1.3468712,-2.360063544
18,0.59150635,0,0.125,-0.21650635,0.11662659,0.34987976,0.0625,0.64951905,0.61326111,-0.05147232,-0.0390625,-0.09472153,2.999477983,-0.365505,-1.144370352
19,-0.10825318,0.0625,-0.1875,-0.10825318,0.10406647,0.08425476,0.390625,0.08118988,0.15269935,-0.30997589,0.24609375,-0.12855065,5.871958952,-0.52295685,-1.245071619
20,-0.01225953,-0.17075318,0.125,-0.4330127,0.03431488,-0.10743194,-0.125,0.27063294,0.16497902,-0.44174172,-0.1328125,-0.4330127,4.516764383,-0.8489533,-0.952670539
21,-0.04575318,-0.29575318,-0.25,0.21650635,0.19893829,0.36969147,-0.0625,0.27063294,0.20807793,-0.34032951,-0.5546875,0.05412659,5.550650798,-0.681259744,-1.352686651
22,-0.10825318,0.40400635,-0.1875,-0.54126588,0.32894623,-0.5111377,0.046875,-0.29769623,0.302519,0.16419266,-0.08203125,-0.3179937,8.209246673,-0.80310123,-1.680444081
23,0.02900635,-0.10825318,0.0625,-0.10825318,0.296875,0.22906647,-0.421875,0.18944306,0.37176469,-0.119356,0.35546875,-0.37212029,4.52170026,-0.233864783,-1.114490761
24,0.22099365,-0.23325318,0.0625,-0.10825318,-0.05524841,-0.31668671,-0.265625,0.24356964,0.10924484,-0.61430779,-0.34765625,-0.45331017,3.333274241,-0.528248033,-0.741013799
25,-0.23325318,-0.1875,-0.1875,0.10825318,0.28319306,0.43637818,-0.421875,-0.29769623,-0.32846047,-0.11174881,-0.41015625,0.20974053,8.189636635,-0.627403626,-1.759471207
26,0.27900635,-0.23325318,-0.1875,0.10825318,-0.22600159,-0.12081329,-0.046875,0.35182282,0.17981766,-0.59546761,-0.38671875,0.16914559,4.485203198,-0.561147236,-0.990845124
27,0.1875,-0.23325318,-0.0625,-0.10825318,0.22600159,0.12694306,-0.109375,-0.08118988,0.23981369,-0.11920571,-0.21484375,0.27739876,4.355311499,-0.61672018,-0.875479832
28,0.125,0,-0.375,0,0.25,0.55412659,0.3125,0.05412659,0.171875,-0.05315506,-0.65625,0.04059494,4.807566689,-0.856853289,-1.041661996
29,-0.10825318,0.02900635,-0.1875,-0.32475953,-0.24356964,0.22824524,0.078125,-0.40594941,0.13385918,-0.44181687,-0.33984375,-0.50743676,5.621900311,-1.02253931,-1.16190603
30,0.04575318,-0.29575318,0.375,-0.4330127,0.60518829,-0.08231171,-0.1875,-0.05412659,0.02461434,-0.15910957,0.7734375,-0.18944306,4.537156773,-0.602773648,-0.947699561
31,-0.29575318,-0.17075318,0.125,0.21650635,-0.57558076,-0.29881806,0.09375,0.59539247,-0.19342446,-0.25760719,0.2890625,0.09472153,8.873676468,-0.280320198,-2.253625783
32,0.40400635,0.14174682,-0.3125,0.32475953,0.18024841,0.28094941,-0.015625,0.08118988,0.48435486,0.42905144,-0.08984375,0.79160135,4.612807227,-0.776241366,-0.826663875
33,0.23325318,0.15400635,-0.1875,0.32475953,0.13531647,0.00112182,-0.015625,-0.18944306,0.57371285,0.52188492,-0.01171875,0.7510064,4.918787962,-0.864468497,-0.899759307
34,0.0625,-0.35825318,-0.3125,-0.10825318,0.11774841,-0.43719941,-0.328125,0.18944306,0.06165863,-0.29736076,-0.37109375,-0.53450005,5.192306911,-0.814740255,-1.413390634
35,-0.0625,-0.10825318,0.3125,0.32475953,0.34262818,0.03543671,0.078125,-0.13531647,0.01156845,-0.21433785,0.08984375,0.46684182,4.495830524,-0.313790782,-1.057824961
36,0.1875,0.26674682,-0.3125,-0.10825318,-0.27788453,-0.26256012,0.234375,-0.24356964,-0.03975357,0.32763924,-0.20703125,-0.16914559,5.613332642,-0.418952484,-1.351756035
37,0.125,-0.375,0,0,-0.09375,0.09375,-0.1875,0,-0.18888214,-0.3984375,0.421875,0.24356964,3.430832282,-0.43188555,-0.738428906
38,-0.51225953,-0.54575318,0.125,0.21650635,0.20118194,-0.18219147,-0.21875,0.05412659,-0.53339837,-0.4840194,0.21875,0.13531647,11.89301686,-1.612508492,-4.215786106
39,0.17075318,0.20424682,-0.375,-0.21650635,0.33006806,-0.71344147,0.6875,-0.10825318,0.37142922,0.30029549,-0.234375,-0.21650635,4.717550109,-0.49965297,-1.140530722
40,-0.29575318,-0.20424682,0.5,0.21650635,-0.54881806,-0.17381806,0.34375,0,-0.22773934,-0.00357078,0.3125,0.41948105,6.70804996,-0.109988011,-1.721320126
41,-0.5580127,-0.21650635,-0.125,0.21650635,0.10825318,-0.3125,-0.1875,0.4330127,-0.70323502,-0.28053879,0.109375,0.21650635,13.78134858,-1.339065326,-3.038619741
42,0.40400635,0.10825318,-0.0625,0.10825318,-0.07588135,0.02093353,0.046875,-0.40594941,0.34081528,-0.26192406,-0.42578125,0.00676582,3.530634303,-0.606164496,-0.726296404
43,-0.21650635,0.34150635,0,-0.21650635,-0.16850953,-0.0625,0.3125,0.59539247,-0.32113373,0.18832123,-0.140625,-0.09472153,7.929055262,-0.494365872,-1.940322569
44,-0.20424682,0.17075318,0.125,0.21650635,0.17381806,0.38643829,0.0625,0,-0.49407554,-0.03620293,0.4765625,0.17591141,6.591645209,-0.225003873,-1.669791539
45,-0.29575318,-0.26225953,-0.5,0,-0.27594147,-0.15318512,0.21875,0.05412659,-0.2340194,-0.11765313,-0.5234375,0.04059494,13.18825074,-1.263429968,-3.018675715
46,-0.51225953,0.17075318,0.25,-0.21650635,-0.02205536,0.48407441,-0.09375,-0.10825318,-0.50368081,0.05586434,0.0859375,-0.13531647,9.112902569,-1.022935198,-2.061664649
47,0.15400635,0.23325318,0.1875,-0.10825318,-0.00112182,-0.18555694,-0.453125,-0.13531647,-0.00921478,0.37533547,-0.01171875,-0.12855065,3.8863846,-0.294140866,-0.798855615
48,0.23325318,0.4955127,-0.4375,-0.10825318,-0.11243988,-0.171875,0.015625,-0.24356964,0.07861076,0.57294663,-0.58984375,-0.25033547,4.536187468,-0.832628515,-1.09035579
49,0.04575318,-0.29575318,0.375,-0.4330127,0.44669464,-0.37806488,-0.4375,-0.05412659,-0.09257316,-0.29345451,0.375,-0.47360764,4.143733866,-1.115716985,-1.241543441
50,-0.26674682,0.1875,0.0625,0.10825318,0.11856964,-0.13225159,-0.015625,0.29769623,-0.35567406,-0.11926072,0.07421875,0.29093041,7.005517522,-0.580677793,-1.588456362
51,-0.17075318,-0.04575318,0,0,0.48631806,-0.02818512,-0.125,0,-0.23080422,0.17836037,0.4453125,-0.28416459,7.044023511,-0.356041736,-1.634610303
52,-0.10825318,0.40400635,0.0625,-0.54126588,0.11019623,-0.00725159,-0.234375,0.18944306,0.36027138,0.3922876,0.28515625,-0.115019,4.758962689,-0.765622792,-0.945946507
53,-0.04575318,-0.17075318,0,0,-0.02594147,0.15318512,0.03125,0.48713929,0.22355263,-0.47145928,0,0,4.73507205,-0.595161256,-1.055614563
54,0.34150635,-0.09150635,0,-0.4330127,-0.24162659,0.34375,-0.59375,0.05412659,0.48381409,0.05539871,-0.1640625,-0.31122788,3.80279136,-0.490994587,-0.934003944
55,0.10825318,-0.52900635,0.0625,0.10825318,0.08956329,-0.06975159,-0.109375,0.02706329,0.21770332,-0.63615784,-0.25390625,0.04736076,3.42384724,-0.533552504,-1.107724383
56,0.09150635,0.09150635,-0.125,-0.21650635,0.05412659,-0.37275635,0.1875,0.54126588,-0.28181091,0.07266617,-0.359375,-0.37888611,5.094025714,-0.673662989,-1.152681047
57,0,-0.09150635,0,0,-0.50612976,0.07924682,-0.3125,-0.10825318,0.22013214,0.32868591,0.0703125,0.28416459,6.268630053,-0.969243878,-1.336855004
58,-0.21650635,0.375,0.375,-0.21650635,-0.35825318,-0.0625,0.1875,-0.10825318,-0.32281647,0.421875,0.234375,-0.13531647,6.953290159,-0.121961593,-1.806773912
59,-0.125,0.125,0.375,-0.21650635,0.25,0.08537659,-0.625,-0.32475953,-0.21875,0.12959732,0.328125,-0.37888611,5.055842758,-0.12025622,-1.194417366
60,-0.32475953,-0.40400635,0.0625,0.32475953,0.06055694,-0.16350159,0.453125,0.40594941,-0.33417962,-0.12528046,0.02734375,0.14208229,7.24914027,-0.163460255,-1.828488912
61,0.17075318,-0.17075318,0.375,0,0.34457123,0.02594147,0.21875,-0.4330127,0.6246444,-0.2496444,0.6328125,0,3.516596331,-0.34621318,-0.719940991
62,-0.15400635,0.01674682,0.1875,-0.10825318,-0.7923877,0.18944306,0.390625,-0.18944306,-0.11593552,0.07304191,0.43359375,-0.08795571,10.98321966,-0.072309714,-2.89627104
63,0.25,-0.09150635,0.25,0,-0.72487976,0.16237976,-0.03125,0.37888611,0.02986786,-0.22125397,0.5078125,0.12178482,5.769352136,-0.240895408,-1.452312157
64,-0.23325318,0.3125,0.1875,0.32475953,0.33731964,0.484375,-0.234375,-0.40594941,-0.62978249,0.11328125,0.29296875,0.18267723,9.684557394,-0.301104113,-2.482958368
65,0.32475953,0.15400635,0.0625,-0.10825318,0.22069306,-0.52788453,0.421875,-0.08118988,0.31533944,0.11716736,0.05078125,-0.49390511,3.265127421,-0.562762379,-0.633155283
66,-0.1875,0.10825318,-0.1875,0.32475953,0.09262818,0.61019623,-0.328125,-0.29769623,-0.28500595,0.16118279,-0.24609375,0.18267723,7.341766968,-1.215739657,-1.555980156
67,-0.23325318,-0.0625,0.5625,0.32475953,-0.27481964,-0.078125,0.015625,-0.67658235,-0.01457832,0.13671875,0.50390625,0.10148735,4.90390135,-0.289660707,-1.020066383
68,-0.46650635,-0.25,0,-0.21650635,-0.06025635,0.07311706,0.4375,-0.05412659,-0.07434891,-0.6873497,-0.4921875,-0.21650635,10.73597957,-1.217085817,-2.678936804
69,-0.40400635,0.23325318,0.1875,0.10825318,-0.21762818,0.27706329,0.140625,-0.78483552,-0.3843248,0.43308785,0.01171875,0.00676582,12.50208789,-0.194706374,-3.232928836
70,0,0.03349365,0,0.21650635,0.16237976,0.10212341,-0.34375,0.10825318,0.40763214,0.28962341,0.3515625,0.21650635,5.040397231,-0.196815314,-1.107284678
71,0.19975953,0.65400635,-0.0625,0.32475953,0.11243988,0.10100159,-0.140625,-0.13531647,0.3527192,0.50794266,0.34765625,0.46684182,7.935225322,-0.918198422,-1.636072835
72,-0.25,0.34150635,-0.375,-0.21650635,0.08537659,-0.3125,0.34375,-0.05412659,-0.16881012,0.61479355,-0.4453125,-0.50067094,8.117686839,-1.131942087,-1.69423542
73,0.42075318,-0.04575318,-0.125,-0.21650635,0.24244782,0.29657441,0.21875,0.37888611,0.55111672,-0.34017922,-0.1015625,-0.50067094,3.710821856,-0.492969848,-1.202842096
74,-0.6205127,-0.26674682,0.0625,0.10825318,0.02399841,0.21456329,-0.078125,-0.35182282,-0.61339127,-0.32135918,0.07421875,0.04736076,12.54150853,-1.022738645,-2.821244649
75,0.0625,-0.44975953,-0.3125,-0.10825318,0.11326111,-0.27706329,-0.015625,0.40594941,0.00390625,-0.3528695,0.07421875,-0.49390511,5.04126114,-0.610386231,-1.178257719
76,-0.40400635,-0.32475953,0.0625,0.10825318,-0.203125,-0.08731964,-0.109375,0.24356964,-0.55926469,-0.04205223,0.09765625,-0.3179937,7.645731372,-0.889422557,-1.744773555
77,-0.0625,0.35825318,-0.0625,0.32475953,0.109375,0.51031647,-0.515625,-0.13531647,-0.35546875,0.322481,-0.12109375,0.14208229,7.103373125,-1.098571818,-1.425028076
78,0.29575318,-0.04575318,-0.25,-0.21650635,0.13868194,0.05943512,-0.28125,0.21650635,0.40267922,0.01889519,-0.203125,-0.25710129,4.61961855,-0.636352039,-1.208174657
79,-0.07924682,-0.04575318,0.125,-0.21650635,0.24693512,0.17606171,-0.21875,-0.27063294,-0.15185799,-0.37281136,-0.203125,-0.05412659,5.031696762,-0.452003406,-1.101605407
80,-0.51225953,0.42075318,0.125,0,0.16993194,0.05106171,-0.4375,0.16237976,-0.77865075,0.07317207,0.4765625,0.16237976,17.11422991,-0.441956199,-4.226851604
81,-0.17075318,-0.17075318,-0.375,0,0.15931488,0.14869782,-0.375,0.05412659,-0.12157951,-0.54008904,-0.6796875,0.08118988,8.256347817,-1.077772941,-1.697099277
82,0.0625,-0.32475953,0.0625,-0.10825318,-0.25112182,0.10631012,0.328125,0.29769623,-0.29450119,-0.56227456,-0.13671875,-0.08795571,4.81123679,-0.325971653,-1.168527383
83,0.3125,-0.10825318,0.3125,-0.32475953,-0.35713135,0.51031647,0.171875,0.29769623,0.46147828,-0.03480065,0.37109375,-0.30446206,3.655816124,-0.639948708,-0.725744964
84,0.38725953,-0.17075318,0.125,-0.21650635,0.48631806,0.05719147,0.125,0.10825318,0.27865075,-0.2730819,0.546875,-0.37888611,3.757400876,-0.619128863,-0.736779328
85,-0.0625,0.14174682,0.0625,-0.10825318,-0.03237182,0.25194306,-0.234375,-0.13531647,-0.44125595,0.37298179,-0.06640625,-0.12855065,4.508022348,-0.468648894,-0.972565641
86,0.52900635,-0.23325318,0.0625,0.10825318,0.03625794,0.28319306,0.015625,0.13531647,0.69222748,-0.19120094,0.21484375,-0.115019,2.883293541,-0.444734156,-0.611354554
87,-0.15400635,-0.23325318,0.0625,-0.32475953,-0.34038453,0.24805694,0.203125,0.24356964,0.01840943,-0.51596047,-0.06640625,-0.14208229,6.210589802,-0.739970892,-1.397216781
88,-0.14174682,0.3125,0.1875,0.32475953,-0.28932282,0.26338135,-0.359375,-0.29769623,0.35649529,0.59290863,-0.10546875,0.5480317,9.536820348,-0.977720078,-2.157946357
89,0.01674682,-0.3125,0.1875,0.10825318,-0.16656647,-0.23213135,0.171875,0.35182282,0.08560203,-0.12584137,0.43359375,0.16914559,4.35598884,-0.117076804,-1.098432068
90,-0.17075318,0.04575318,0.25,0.4330127,-0.04268829,-0.09681488,-0.375,0.10825318,-0.70415154,-0.28926781,0.4609375,0.47360764,6.096650528,-0.225537505,-1.468666601
91,0.09599365,-0.23325318,0.3125,-0.32475953,-0.4798877,0.34793671,-0.015625,-0.24356964,0.03111984,0.03229668,0.58203125,-0.58862664,3.711200619,-1.000714636,-1.230602878
92,0.09599365,-0.23325318,-0.1875,0.10825318,0.16350159,-0.20394623,0.171875,-0.35182282,0.28893234,-0.14892326,-0.08203125,0.12855065,4.599355727,-0.717367051,-0.914959615
93,0.10825318,-0.0625,-0.0625,0.10825318,0.14368988,0.54463135,0.078125,-0.460076,-0.07442406,-0.04158661,-0.23828125,-0.07442406,4.118640351,-0.632378664,-0.721803442
94,-0.52900635,-0.01674682,0.0625,0.10825318,-0.078125,0.12305694,0.109375,0.08118988,-0.53612778,-0.52586632,-0.08984375,0.25033547,10.76802049,-0.910405297,-2.54123855
95,0.23325318,-0.6205127,-0.1875,-0.54126588,-0.25418671,0.18637818,0.265625,0.29769623,0.16608071,-0.74145616,-0.31640625,-0.3179937,5.704672928,-0.755942738,-1.294988543
96,0.27900635,-0.01674682,-0.3125,0.10825318,0.23213135,0.41432282,0.328125,-0.460076,0.09694504,-0.32289162,-0.27734375,-0.03382912,4.128145711,-0.76671559,-0.925214065
97,-0.21650635,0.34150635,-0.125,0,0.06862976,-0.20200318,-0.0625,0.05412659,-0.26797867,0.51812897,-0.171875,-0.04059494,8.211902048,-0.627708259,-1.919756293
98,0.125,-0.34150635,0,-0.21650635,0.17912659,-0.27900635,-0.3125,-0.70364564,0.40456726,-0.38041855,0,-0.09472153,4.937703714,-0.439628821,-0.986096754
99,-0.0625,0.39174682,-0.4375,-0.10825318,-0.09487182,-0.04381012,0.453125,0.40594941,0.26938095,0.01069221,-0.26171875,0.07442406,9.106116225,-1.101060026,-1.842645401
100,0.21650635,-0.09150635,-0.125,0.4330127,0.41462341,0.5892627,0.25,0.05412659,0.36341141,-0.21497391,0.1328125,0.35182282,4.340756734,-0.511814544,-0.933930594
101,-0.13725953,0.01225953,0,0.4330127,0.21344147,0.58619782,-0.21875,0.16237976,-0.03493081,0.06143319,-0.140625,0.67658235,6.216547306,-0.547317677,-1.335481631
102,0.17075318,-0.17075318,-0.25,0.21650635,-0.19893829,-0.21119782,0.28125,0.10825318,0.15129707,-0.23248696,-0.34375,0.50067094,5.84758407,-0.516370819,-1.349761352
103,0.0625,0.14174682,-0.1875,-0.32475953,-0.37163453,-0.10631012,-0.046875,0.02706329,0.02734375,0.01513924,-0.50390625,-0.30446206,5.635752286,-0.865464345,-1.275307261
104,-0.25,-0.21650635,-0.125,0,-0.04186706,0.03962341,0.1875,0.70364564,-0.0625,-0.40692094,-0.1484375,0,7.855929067,-0.809762289,-1.789007888
105,0.40400635,0.10825318,0.0625,0.32475953,0.203125,0.22069306,0.015625,0.18944306,0.53750992,0.34408547,0.00390625,0.58862664,3.625142396,-0.599828889,-0.685789235
106,0.04575318,0.38725953,-0.5,0.21650635,0.11131806,-0.05494782,0.28125,0.32475953,0.03549172,0.22717842,-0.2890625,0.13531647,7.028577848,-1.234201951,-1.266061881
107,0.0625,0.44975953,-0.1875,-0.10825318,-0.40288453,0.22906647,0.171875,-0.62245576,0.05537857,0.38258706,-0.05859375,-0.08795571,7.757382482,-0.359040331,-1.895574581
108,-0.17075318,-0.07924682,0,-0.21650635,-0.09681488,-0.51756806,-0.21875,0.64951905,-0.55096642,-0.08782554,0.0703125,-0.13531647,6.418435383,-0.415111503,-1.571387066
109,0.07924682,-0.76225953,-0.375,0,0.26143829,0.09068512,0.1875,-0.27063294,0.09870293,-0.91314598,-0.7734375,-0.08118988,6.614788075,-1.10024293,-2.278413084
110,0.14174682,0.0625,-0.1875,0.32475953,0.49969941,0.34875794,0.046875,0.24356964,0.12604668,0.26631607,0.01171875,0.62922158,6.087382966,-0.685750796,-1.272176
111,-0.23325318,0.40400635,-0.0625,-0.10825318,0.07281647,0.265625,0.296875,0.40594941,-0.33642326,0.05788254,-0.16796875,-0.04736076,9.028895374,-0.26647866,-2.337079238
112,0.38725953,-0.26225953,0.125,-0.21650635,-0.61520417,-0.34457123,-0.34375,-0.27063294,0.19118081,-0.04274331,0.1484375,0.39241776,6.594509982,-0.684279126,-1.505624405
113,-0.04575318,-0.17075318,0,0,-0.01981171,0.62582123,-0.28125,-0.16237976,-0.1949569,0.12199013,-0.046875,-0.16237976,4.262930424,-0.338620806,-0.920588038
114,-0.15400635,-0.41626588,-0.3125,-0.10825318,-0.23213135,-0.09793671,0.359375,-0.13531647,-0.34694504,0.07109886,-0.34765625,-0.08795571,8.381377275,-0.75922609,-1.927007662
115,0.1875,-0.01674682,0.0625,-0.10825318,0.22600159,0.04381012,-0.140625,-0.62245576,0.14774643,-0.32120888,0.14453125,0.07442406,4.338336298,-0.43336044,-0.948607158
116,-0.04575318,-0.04575318,0,0.21650635,-0.02594147,-0.06556488,0.03125,0.10825318,0.22355263,-0.18239678,0,0.50067094,4.833987052,-0.545163098,-1.075261718
117,-0.42075318,-0.26225953,-0.375,0.4330127,-0.04268829,0.21344147,0.15625,-0.10825318,-0.30754707,-0.00046563,-0.6328125,0.4330127,14.03521616,-2.318576563,-2.817466142
118,-0.0625,-0.35825318,-0.0625,0.10825318,-0.16350159,0.38756012,0.609375,0.13531647,-0.12737381,-0.50829826,-0.00390625,0.00676582,5.911612992,-0.269979259,-1.46983997
